Skill ID,Category,Subcategory,Skills,Skill Definition,Skill = Sub Category,Alternate Skill Names,Sl No,Name
Info_3055,Information Technology,IT Management,IT Management,,TRUE,,3055,Info
Info_3056,Information Technology,Java,Adobe JRun,,FALSE,,3056,Info
Info_3057,Information Technology,Java,Apache Myfaces,,FALSE,,3057,Info
Info_3058,Information Technology,Java,Apache Openjpa,,FALSE,,3058,Info
Info_3059,Information Technology,Java,Apache Tapestry,,FALSE,,3059,Info
Info_3060,Information Technology,Java,AspectJ,,FALSE,,3060,Info
Info_3061,Information Technology,Java,Asynchronous Javascript and XML (AJAX),,FALSE,,3061,Info
Info_3062,Information Technology,Java,Direct Web Remoting (Java),,FALSE,,3062,Info
Info_3063,Information Technology,Java,Dropwizard,,FALSE,,3063,Info
Info_3064,Information Technology,Java,Easy Java Simulations,,FALSE,,3064,Info
Info_3065,Information Technology,Java,Ebean,,FALSE,,3065,Info
Info_3066,Information Technology,Java,EclipseLink,,FALSE,,3066,Info
Info_3067,Information Technology,Java,Enterprise JavaBeans,,FALSE,,3067,Info
Info_3068,Information Technology,Java,Espresso (Java),,FALSE,,3068,Info
Info_3069,Information Technology,Java,Event Listeners (Java),,FALSE,,3069,Info
Info_3070,Information Technology,Java,Generic Java,,FALSE,,3070,Info
Info_3071,Information Technology,Java,Generics In Java,,FALSE,,3071,Info
Info_3072,Information Technology,Java,Google Gson (Java Library),,FALSE,,3072,Info
Info_3073,Information Technology,Java,Google Guice,,FALSE,,3073,Info
Info_3074,Information Technology,Java,Hibernate (Java),,FALSE,,3074,Info
Info_3075,Information Technology,Java,JaCoCo,,FALSE,,3075,Info
Info_3076,Information Technology,Java,Jakarta EE,,FALSE,,3076,Info
Info_3077,Information Technology,Java,Java (Programming Language),,FALSE,,3077,Info
Info_3078,Information Technology,Java,Java 11,,FALSE,,3078,Info
Info_3079,Information Technology,Java,Java 2 Certification,,FALSE,,3079,Info
Info_3080,Information Technology,Java,Java 7,,FALSE,,3080,Info
Info_3081,Information Technology,Java,Java 8,,FALSE,,3081,Info
Info_3082,Information Technology,Java,Java 9,,FALSE,,3082,Info
Info_3083,Information Technology,Java,Java Annotation,,FALSE,,3083,Info
Info_3084,Information Technology,Java,Java Applet,,FALSE,,3084,Info
Info_3085,Information Technology,Java,Java Application Server,,FALSE,,3085,Info
Info_3086,Information Technology,Java,Java Architecture For XML Binding,,FALSE,,3086,Info
Info_3087,Information Technology,Java,Java Architectures,,FALSE,,3087,Info
Info_3088,Information Technology,Java,Java Authentication And Authorization Services,,FALSE,,3088,Info
Info_3089,Information Technology,Java,Java Batch,,FALSE,,3089,Info
Info_3090,Information Technology,Java,Java Business Process Management,,FALSE,,3090,Info
Info_3091,Information Technology,Java,Java Code Coverage Tools,,FALSE,,3091,Info
Info_3092,Information Technology,Java,Java Collections Framework,,FALSE,,3092,Info
Info_3093,Information Technology,Java,Java Concurrency,,FALSE,,3093,Info
Info_3094,Information Technology,Java,Java Cryptography Extension,,FALSE,,3094,Info
Info_3095,Information Technology,Java,Java Data Objects,,FALSE,,3095,Info
Info_3096,Information Technology,Java,Java Database Connectivity,,FALSE,,3096,Info
Info_3097,Information Technology,Java,Java Development Kit,,FALSE,,3097,Info
Info_3098,Information Technology,Java,Java Development Tools,,FALSE,,3098,Info
Info_3099,Information Technology,Java,Java EE Application,,FALSE,,3099,Info
Info_3100,Information Technology,Java,Java EE Connector Architecture,,FALSE,,3100,Info
Info_3101,Information Technology,Java,Java Enterprise Edition,,FALSE,,3101,Info
Info_3102,Information Technology,Java,Java Management Extensions,,FALSE,,3102,Info
Info_3103,Information Technology,Java,Java Media Framework,,FALSE,,3103,Info
Info_3104,Information Technology,Java,Java Naming And Directory Interface,,FALSE,,3104,Info
Info_3105,Information Technology,Java,Java Native Interface,,FALSE,,3105,Info
Info_3106,Information Technology,Java,Java Object Oriented Querying,,FALSE,,3106,Info
Info_3107,Information Technology,Java,Java Package,,FALSE,,3107,Info
Info_3108,Information Technology,Java,Java Persistence Query Language,,FALSE,,3108,Info
Info_3109,Information Technology,Java,Java Platform Micro Edition (J2ME),,FALSE,,3109,Info
Info_3110,Information Technology,Java,Java Platform Standard Edition (J2SE),,FALSE,,3110,Info
Info_3111,Information Technology,Java,Java Portlet Specification,,FALSE,,3111,Info
Info_3112,Information Technology,Java,Java Profiler,,FALSE,,3112,Info
Info_3113,Information Technology,Java,Java Runtime Environment,,FALSE,,3113,Info
Info_3114,Information Technology,Java,Java Scripting Languages,,FALSE,,3114,Info
Info_3115,Information Technology,Java,Java Secure Socket Extension,,FALSE,,3115,Info
Info_3116,Information Technology,Java,Java Servlet,,FALSE,,3116,Info
Info_3117,Information Technology,Java,Java Specification Requests (JSRs),,FALSE,,3117,Info
Info_3118,Information Technology,Java,Java Web Start,,FALSE,,3118,Info
Info_3119,Information Technology,Java,Java XML,,FALSE,,3119,Info
Info_3120,Information Technology,Java,JavaBeans,,FALSE,,3120,Info
Info_3121,Information Technology,Java,JavaBeans Activation Framework,,FALSE,,3121,Info
Info_3122,Information Technology,Java,Javadoc,,FALSE,,3122,Info
Info_3123,Information Technology,Java,JavaFX,,FALSE,,3123,Info
Info_3124,Information Technology,Java,JavaServer Faces,,FALSE,,3124,Info
Info_3125,Information Technology,Java,JavaServer Pages,,FALSE,,3125,Info
Info_3126,Information Technology,Java,JavaServer Pages Standard Tag Library,,FALSE,,3126,Info
Info_3127,Information Technology,Java,JAX-WS,,FALSE,,3127,Info
Info_3128,Information Technology,Java,JConsole,,FALSE,,3128,Info
Info_3129,Information Technology,Java,JdbcTemplate,,FALSE,,3129,Info
Info_3130,Information Technology,Java,Jdom,,FALSE,,3130,Info
Info_3131,Information Technology,Java,Jest (JavaScript Testing Framework),,FALSE,,3131,Info
Info_3132,Information Technology,Java,Jetty,,FALSE,,3132,Info
Info_3133,Information Technology,Java,JiBX,,FALSE,,3133,Info
Info_3134,Information Technology,Java,jMock,,FALSE,,3134,Info
Info_3135,Information Technology,Java,JMockit,,FALSE,,3135,Info
Info_3136,Information Technology,Java,Jpa Annotations,,FALSE,,3136,Info
Info_3137,Information Technology,Java,JPA2,,FALSE,,3137,Info
Info_3138,Information Technology,Java,JSF 2,,FALSE,,3138,Info
Info_3139,Information Technology,Java,Jsonkit,,FALSE,,3139,Info
Info_3140,Information Technology,Java,Jstack,,FALSE,,3140,Info
Info_3141,Information Technology,Java,Jython,,FALSE,,3141,Info
Info_3142,Information Technology,Java,Lombok,,FALSE,,3142,Info
Info_3143,Information Technology,Java,Message Driven Beans,,FALSE,,3143,Info
Info_3144,Information Technology,Java,MyBatis,,FALSE,,3144,Info
Info_3145,Information Technology,Java,Oracle Java Certification,,FALSE,,3145,Info
Info_3146,Information Technology,Java,Powermock,,FALSE,,3146,Info
Info_3147,Information Technology,Java,Powermockito,,FALSE,,3147,Info
Info_3148,Information Technology,Java,Primefaces,,FALSE,,3148,Info
Info_3149,Information Technology,Java,Quarkus,,FALSE,,3149,Info
Info_3150,Information Technology,Java,React Hooks,,FALSE,,3150,Info
Info_3151,Information Technology,Java,RichFaces,,FALSE,,3151,Info
Info_3152,Information Technology,Java,RxJava,,FALSE,,3152,Info
Info_3153,Information Technology,Java,Salesforce Certified Javascript Developer I,,FALSE,,3153,Info
Info_3154,Information Technology,Java,Session Beans,,FALSE,,3154,Info
Info_3155,Information Technology,Java,Smartgwt,,FALSE,,3155,Info
Info_3156,Information Technology,Java,Standard Widget Toolkits,,FALSE,,3156,Info
Info_3157,Information Technology,Java,Static Import,,FALSE,,3157,Info
Info_3158,Information Technology,Java,Styled-Components,,FALSE,,3158,Info
Info_3159,Information Technology,Java,Sun Certified Developer For Java Web Services,,FALSE,,3159,Info
Info_3160,Information Technology,Java,Sun Certified Java Programmer (SCJP),,FALSE,,3160,Info
Info_3161,Information Technology,Java,Swing (Java),,FALSE,,3161,Info
Info_3162,Information Technology,Java,Thymeleaf,,FALSE,,3162,Info
Info_3163,Information Technology,Java,TopLink,,FALSE,,3163,Info
Info_3164,Information Technology,Java,XDoclet,,FALSE,,3164,Info
Info_3165,Information Technology,Java,Zipkin,,FALSE,,3165,Info
Info_3166,Information Technology,Java,Java,,TRUE,,3166,Info
Info_3167,Information Technology,JavaScript and jQuery,ag-Grid,,FALSE,,3167,Info
Info_3168,Information Technology,JavaScript and jQuery,Alt.js (Javascript Library),,FALSE,,3168,Info
Info_3169,Information Technology,JavaScript and jQuery,amCharts,,FALSE,,3169,Info
Info_3170,Information Technology,JavaScript and jQuery,Aurelia,,FALSE,,3170,Info
Info_3171,Information Technology,JavaScript and jQuery,Axios (JavaScript Library),,FALSE,,3171,Info
Info_3172,Information Technology,JavaScript and jQuery,Babel (Transcompiler),,FALSE,,3172,Info
Info_3173,Information Technology,JavaScript and jQuery,Backbone.js (Javascript Library),,FALSE,,3173,Info
Info_3174,Information Technology,JavaScript and jQuery,Breeze.js (Javascript Library),,FALSE,,3174,Info
Info_3175,Information Technology,JavaScript and jQuery,Browserify,,FALSE,,3175,Info
Info_3176,Information Technology,JavaScript and jQuery,CanJS,,FALSE,,3176,Info
Info_3177,Information Technology,JavaScript and jQuery,CasperJS,,FALSE,,3177,Info
Info_3178,Information Technology,JavaScript and jQuery,Cesium.js (Javascript Library),,FALSE,,3178,Info
Info_3179,Information Technology,JavaScript and jQuery,CommonJS,,FALSE,,3179,Info
Info_3180,Information Technology,JavaScript and jQuery,Cucumber.js (Javascript Library),,FALSE,,3180,Info
Info_3181,Information Technology,JavaScript and jQuery,D3.js (Javascript Library),,FALSE,,3181,Info
Info_3182,Information Technology,JavaScript and jQuery,Dojo Toolkit,,FALSE,,3182,Info
Info_3183,Information Technology,JavaScript and jQuery,DOM Scripting,,FALSE,,3183,Info
Info_3184,Information Technology,JavaScript and jQuery,Durandal,,FALSE,,3184,Info
Info_3185,Information Technology,JavaScript and jQuery,Dust.js (Javascript Library),,FALSE,,3185,Info
Info_3186,Information Technology,JavaScript and jQuery,ECMAScript 2015,,FALSE,,3186,Info
Info_3187,Information Technology,JavaScript and jQuery,ECMAScript 2016,,FALSE,,3187,Info
Info_3188,Information Technology,JavaScript and jQuery,ECMAScript 2017,,FALSE,,3188,Info
Info_3189,Information Technology,JavaScript and jQuery,Electron.js (Javascript Library),,FALSE,,3189,Info
Info_3190,Information Technology,JavaScript and jQuery,Ember.js (Javascript Library),,FALSE,,3190,Info
Info_3191,Information Technology,JavaScript and jQuery,Ethers.js (Javascript Library),,FALSE,,3191,Info
Info_3192,Information Technology,JavaScript and jQuery,Express.js (Javascript Library),,FALSE,,3192,Info
Info_3193,Information Technology,JavaScript and jQuery,Ext JS,,FALSE,,3193,Info
Info_3194,Information Technology,JavaScript and jQuery,Gatsby.js (Javascript Library),,FALSE,,3194,Info
Info_3195,Information Technology,JavaScript and jQuery,Grunt.js (Javascript Library),,FALSE,,3195,Info
Info_3196,Information Technology,JavaScript and jQuery,Gulp.js (Javascript Library),,FALSE,,3196,Info
Info_3197,Information Technology,JavaScript and jQuery,Handlebars.js (Javascript Library),,FALSE,,3197,Info
Info_3198,Information Technology,JavaScript and jQuery,Hapi.js (Javascript Library),,FALSE,,3198,Info
Info_3199,Information Technology,JavaScript and jQuery,Highcharts,,FALSE,,3199,Info
Info_3200,Information Technology,JavaScript and jQuery,Immutable.js (Javascript Library),,FALSE,,3200,Info
Info_3201,Information Technology,JavaScript and jQuery,JavaScript Build,,FALSE,,3201,Info
Info_3202,Information Technology,JavaScript and jQuery,JavaScript Development Certified Professional,,FALSE,,3202,Info
Info_3203,Information Technology,JavaScript and jQuery,JavaScript Engine,,FALSE,,3203,Info
Info_3204,Information Technology,JavaScript and jQuery,JavaScript Frameworks,,FALSE,,3204,Info
Info_3205,Information Technology,JavaScript and jQuery,JavaScript Libraries,,FALSE,,3205,Info
Info_3206,Information Technology,JavaScript and jQuery,Jersey (Java Framework),,FALSE,,3206,Info
Info_3207,Information Technology,JavaScript and jQuery,Jqgrid,,FALSE,,3207,Info
Info_3208,Information Technology,JavaScript and jQuery,JQuery,,FALSE,,3208,Info
Info_3209,Information Technology,JavaScript and jQuery,JQuery Mobile,,FALSE,,3209,Info
Info_3210,Information Technology,JavaScript and jQuery,JQuery UI,,FALSE,,3210,Info
Info_3211,Information Technology,JavaScript and jQuery,JScript,,FALSE,,3211,Info
Info_3212,Information Technology,JavaScript and jQuery,JSHint,,FALSE,,3212,Info
Info_3213,Information Technology,JavaScript and jQuery,JSLint,,FALSE,,3213,Info
Info_3214,Information Technology,JavaScript and jQuery,Jsonpath,,FALSE,,3214,Info
Info_3215,Information Technology,JavaScript and jQuery,jSPM (JavaScript Package Manager),,FALSE,,3215,Info
Info_3216,Information Technology,JavaScript and jQuery,Kendo UI (User Interface Framework),,FALSE,,3216,Info
Info_3217,Information Technology,JavaScript and jQuery,Knockout.js (Javascript Library),,FALSE,,3217,Info
Info_3218,Information Technology,JavaScript and jQuery,Koa.js (Javascript Library),,FALSE,,3218,Info
Info_3219,Information Technology,JavaScript and jQuery,Leaflet (Software),,FALSE,,3219,Info
Info_3220,Information Technology,JavaScript and jQuery,LitElement,,FALSE,,3220,Info
Info_3221,Information Technology,JavaScript and jQuery,Lodash,,FALSE,,3221,Info
Info_3222,Information Technology,JavaScript and jQuery,Marionette.js (Javascript Library),,FALSE,,3222,Info
Info_3223,Information Technology,JavaScript and jQuery,MeteorJS,,FALSE,,3223,Info
Info_3224,Information Technology,JavaScript and jQuery,MobX,,FALSE,,3224,Info
Info_3225,Information Technology,JavaScript and jQuery,Modernizr,,FALSE,,3225,Info
Info_3226,Information Technology,JavaScript and jQuery,MooTools,,FALSE,,3226,Info
Info_3227,Information Technology,JavaScript and jQuery,NativeScript,,FALSE,,3227,Info
Info_3228,Information Technology,JavaScript and jQuery,NestJS,,FALSE,,3228,Info
Info_3229,Information Technology,JavaScript and jQuery,Next.js (Javascript Library),,FALSE,,3229,Info
Info_3230,Information Technology,JavaScript and jQuery,Node-RED,,FALSE,,3230,Info
Info_3231,Information Technology,JavaScript and jQuery,Node.js (Javascript Library),,FALSE,,3231,Info
Info_3232,Information Technology,JavaScript and jQuery,Nuxt.js (Javascript Library),,FALSE,,3232,Info
Info_3233,Information Technology,JavaScript and jQuery,Object-Oriented JavaScript,,FALSE,,3233,Info
Info_3234,Information Technology,JavaScript and jQuery,OpenLayers,,FALSE,,3234,Info
Info_3235,Information Technology,JavaScript and jQuery,Oracle Javascript Extension Toolkit (JET),,FALSE,,3235,Info
Info_3236,Information Technology,JavaScript and jQuery,PhantomJS,,FALSE,,3236,Info
Info_3237,Information Technology,JavaScript and jQuery,Prototype JavaScript Framework,,FALSE,,3237,Info
Info_3238,Information Technology,JavaScript and jQuery,Ractive.js (Javascript Library),,FALSE,,3238,Info
Info_3239,Information Technology,JavaScript and jQuery,Raphael.js (Javascript Library),,FALSE,,3239,Info
Info_3240,Information Technology,JavaScript and jQuery,React Jsx,,FALSE,,3240,Info
Info_3241,Information Technology,JavaScript and jQuery,React Native,,FALSE,,3241,Info
Info_3242,Information Technology,JavaScript and jQuery,React Redux,,FALSE,,3242,Info
Info_3243,Information Technology,JavaScript and jQuery,React.js (Javascript Library),,FALSE,,3243,Info
Info_3244,Information Technology,JavaScript and jQuery,Reactstrap,,FALSE,,3244,Info
Info_3245,Information Technology,JavaScript and jQuery,RequireJS,,FALSE,,3245,Info
Info_3246,Information Technology,JavaScript and jQuery,Restify,,FALSE,,3246,Info
Info_3247,Information Technology,JavaScript and jQuery,Rollup,,FALSE,,3247,Info
Info_3248,Information Technology,JavaScript and jQuery,RxJS,,FALSE,,3248,Info
Info_3249,Information Technology,JavaScript and jQuery,RxKotlin,,FALSE,,3249,Info
Info_3250,Information Technology,JavaScript and jQuery,Sapui5,,FALSE,,3250,Info
Info_3251,Information Technology,JavaScript and jQuery,Script.Aculo.Us,,FALSE,,3251,Info
Info_3252,Information Technology,JavaScript and jQuery,Sencha Touch,,FALSE,,3252,Info
Info_3253,Information Technology,JavaScript and jQuery,Seneca.js (Javascript Library),,FALSE,,3253,Info
Info_3254,Information Technology,JavaScript and jQuery,Sequelize.js (Javascript Library),,FALSE,,3254,Info
Info_3255,Information Technology,JavaScript and jQuery,Settimeout,,FALSE,,3255,Info
Info_3256,Information Technology,JavaScript and jQuery,Sinon,,FALSE,,3256,Info
Info_3257,Information Technology,JavaScript and jQuery,SPServices,,FALSE,,3257,Info
Info_3258,Information Technology,JavaScript and jQuery,Stencil.js,,FALSE,,3258,Info
Info_3259,Information Technology,JavaScript and jQuery,SystemJS,,FALSE,,3259,Info
Info_3260,Information Technology,JavaScript and jQuery,Three.js (Javascript Library),,FALSE,,3260,Info
Info_3261,Information Technology,JavaScript and jQuery,TypeORM,,FALSE,,3261,Info
Info_3262,Information Technology,JavaScript and jQuery,Underscore.js (Javascript Library),,FALSE,,3262,Info
Info_3263,Information Technology,JavaScript and jQuery,Unobtrusive JavaScript,,FALSE,,3263,Info
Info_3264,Information Technology,JavaScript and jQuery,Video.js (Javascript Library),,FALSE,,3264,Info
Info_3265,Information Technology,JavaScript and jQuery,Vue.js (Javascript Library),,FALSE,,3265,Info
Info_3266,Information Technology,JavaScript and jQuery,Vuex,,FALSE,,3266,Info
Info_3267,Information Technology,JavaScript and jQuery,Web3.js (Javascript Library),,FALSE,,3267,Info
Info_3268,Information Technology,JavaScript and jQuery,Webpack,,FALSE,,3268,Info
Info_3269,Information Technology,JavaScript and jQuery,Webpack 4,,FALSE,,3269,Info
Info_3270,Information Technology,JavaScript and jQuery,WinJS,,FALSE,,3270,Info
Info_3271,Information Technology,JavaScript and jQuery,Yahoo! User Interface Library (YUI),,FALSE,,3271,Info
Info_3272,Information Technology,JavaScript and jQuery,Zepto,,FALSE,,3272,Info
Info_3273,Information Technology,JavaScript and jQuery,JavaScript and jQuery,,TRUE,,3273,Info
Info_3274,Information Technology,Log Management,Apache Flume,,FALSE,,3274,Info
Info_3275,Information Technology,Log Management,Electronic Logbook,,FALSE,,3275,Info
Info_3276,Information Technology,Log Management,Error Logging Modules And Handlers (ELMAH),,FALSE,,3276,Info
Info_3277,Information Technology,Log Management,Event Logging,,FALSE,,3277,Info
Info_3278,Information Technology,Log Management,Event Viewer,,FALSE,,3278,Info
Info_3279,Information Technology,Log Management,Filebeat,,FALSE,,3279,Info
Info_3280,Information Technology,Log Management,Graylog,,FALSE,,3280,Info
Info_3281,Information Technology,Log Management,IIS Logs,,FALSE,,3281,Info
Info_3282,Information Technology,Log Management,Internal Logging,,FALSE,,3282,Info
Info_3283,Information Technology,Log Management,Java Logging Framework,,FALSE,,3283,Info
Info_3284,Information Technology,Log Management,Log Analysis,,FALSE,,3284,Info
Info_3285,Information Technology,Log Management,Log Files,,FALSE,,3285,Info
Info_3286,Information Technology,Log Management,Log Management And Intelligence,,FALSE,,3286,Info
Info_3287,Information Technology,Log Management,Log Monitoring,,FALSE,,3287,Info
Info_3288,Information Technology,Log Management,Log Rotation,,FALSE,,3288,Info
Info_3289,Information Technology,Log Management,Log Shipping,,FALSE,,3289,Info
Info_3290,Information Technology,Log Management,Log4j,,FALSE,,3290,Info
Info_3291,Information Technology,Log Management,Logback,,FALSE,,3291,Info
Info_3292,Information Technology,Log Management,Logcat,,FALSE,,3292,Info
Info_3293,Information Technology,Log Management,Logfiles,,FALSE,,3293,Info
Info_3294,Information Technology,Log Management,Logrotate,,FALSE,,3294,Info
Info_3295,Information Technology,Log Management,Rsyslog,,FALSE,,3295,Info
Info_3296,Information Technology,Log Management,Security Log,,FALSE,,3296,Info
Info_3297,Information Technology,Log Management,Simple Logging Facade For Java (SLF4J),,FALSE,,3297,Info
Info_3298,Information Technology,Log Management,Syslog,,FALSE,,3298,Info
Info_3299,Information Technology,Log Management,VMware Aria Operations For Logs,,FALSE,,3299,Info
Info_3300,Information Technology,Log Management,WhatsUp Gold (Software),,FALSE,,3300,Info
Info_3301,Information Technology,Log Management,Log Management,,TRUE,,3301,Info
Info_3302,Information Technology,Mainframe Technologies,Access Control Facility,,FALSE,,3302,Info
Info_3303,Information Technology,Mainframe Technologies,Coupling Facility,,FALSE,,3303,Info
Info_3304,Information Technology,Mainframe Technologies,Customer Information Control System (CICS),,FALSE,,3304,Info
Info_3305,Information Technology,Mainframe Technologies,Easytrieve,,FALSE,,3305,Info
Info_3306,Information Technology,Mainframe Technologies,Endevor (Software),,FALSE,,3306,Info
Info_3307,Information Technology,Mainframe Technologies,Enterprise Systems Connection (ESCON),,FALSE,,3307,Info
Info_3308,Information Technology,Mainframe Technologies,FileAid (Software),,FALSE,,3308,Info
Info_3309,Information Technology,Mainframe Technologies,IBM Certified,,FALSE,,3309,Info
Info_3310,Information Technology,Mainframe Technologies,IBM CL/SuperSession,,FALSE,,3310,Info
Info_3311,Information Technology,Mainframe Technologies,IBM Mainframe,,FALSE,,3311,Info
Info_3312,Information Technology,Mainframe Technologies,IBM Mainframe Utility Programs,,FALSE,,3312,Info
Info_3313,Information Technology,Mainframe Technologies,IBM OMEGAMON,,FALSE,,3313,Info
Info_3314,Information Technology,Mainframe Technologies,IBM System Z,,FALSE,,3314,Info
Info_3315,Information Technology,Mainframe Technologies,IBM Time Sharing Option,,FALSE,,3315,Info
Info_3316,Information Technology,Mainframe Technologies,IBM Workload Manager For Z/OS (WLM/SRM),,FALSE,,3316,Info
Info_3317,Information Technology,Mainframe Technologies,IBM ZEnterprise Systems,,FALSE,,3317,Info
Info_3318,Information Technology,Mainframe Technologies,Idms,,FALSE,,3318,Info
Info_3319,Information Technology,Mainframe Technologies,IEFBR14,,FALSE,,3319,Info
Info_3320,Information Technology,Mainframe Technologies,Interactive System Productivity Facility (ISPF),,FALSE,,3320,Info
Info_3321,Information Technology,Mainframe Technologies,Job Control Language (JCL),,FALSE,,3321,Info
Info_3322,Information Technology,Mainframe Technologies,Job Entry Subsystem 2/3,,FALSE,,3322,Info
Info_3323,Information Technology,Mainframe Technologies,Mainframe Computing,,FALSE,,3323,Info
Info_3324,Information Technology,Mainframe Technologies,Mainframe Testing,,FALSE,,3324,Info
Info_3325,Information Technology,Mainframe Technologies,MVS (OS),,FALSE,,3325,Info
Info_3326,Information Technology,Mainframe Technologies,Panvalet,,FALSE,,3326,Info
Info_3327,Information Technology,Mainframe Technologies,System Display And Search Facility (SDSF),,FALSE,,3327,Info
Info_3328,Information Technology,Mainframe Technologies,Virtual Telecommunications Access Methods,,FALSE,,3328,Info
Info_3329,Information Technology,Mainframe Technologies,VSE (Operating System),,FALSE,,3329,Info
Info_3330,Information Technology,Mainframe Technologies,X/PTR,,FALSE,,3330,Info
Info_3331,Information Technology,Mainframe Technologies,XPEDITER,,FALSE,,3331,Info
Info_3332,Information Technology,Mainframe Technologies,z/OS,,FALSE,,3332,Info
Info_3333,Information Technology,Mainframe Technologies,Mainframe Technologies,,TRUE,,3333,Info
Info_3334,Information Technology,Malware Protection,Adware,,FALSE,,3334,Info
Info_3335,Information Technology,Malware Protection,Antivirus Software,,FALSE,,3335,Info
Info_3336,Information Technology,Malware Protection,AVG (Software),,FALSE,,3336,Info
Info_3337,Information Technology,Malware Protection,Computer Virus,,FALSE,,3337,Info
Info_3338,Information Technology,Malware Protection,GIAC Reverse Engineering Malware,,FALSE,,3338,Info
Info_3339,Information Technology,Malware Protection,Kaspersky Anti-Virus,,FALSE,,3339,Info
Info_3340,Information Technology,Malware Protection,Mac Defender,,FALSE,,3340,Info
Info_3341,Information Technology,Malware Protection,Malware Analysis,,FALSE,,3341,Info
Info_3342,Information Technology,Malware Protection,Malware Detection,,FALSE,,3342,Info
Info_3343,Information Technology,Malware Protection,Malware Reverse Engineering,,FALSE,,3343,Info
Info_3344,Information Technology,Malware Protection,Malwarebytes' Anti-Malware,,FALSE,,3344,Info
Info_3345,Information Technology,Malware Protection,McAfee VirusScan,,FALSE,,3345,Info
Info_3346,Information Technology,Malware Protection,Microsoft Antivirus,,FALSE,,3346,Info
Info_3347,Information Technology,Malware Protection,Microsoft Security Essentials,,FALSE,,3347,Info
Info_3348,Information Technology,Malware Protection,Nessus,,FALSE,,3348,Info
Info_3349,Information Technology,Malware Protection,Nexpose (Vulnerability Scanning Software),,FALSE,,3349,Info
Info_3350,Information Technology,Malware Protection,Norton Antivirus,,FALSE,,3350,Info
Info_3351,Information Technology,Malware Protection,Open Source Host-Based Intrusion Detection Systems,,FALSE,,3351,Info
Info_3352,Information Technology,Malware Protection,Palo Alto Wildfire,,FALSE,,3352,Info
Info_3353,Information Technology,Malware Protection,Rootkit,,FALSE,,3353,Info
Info_3354,Information Technology,Malware Protection,SONAR (Symantec),,FALSE,,3354,Info
Info_3355,Information Technology,Malware Protection,Spyware,,FALSE,,3355,Info
Info_3356,Information Technology,Malware Protection,Symantec Endpoint Protection,,FALSE,,3356,Info
Info_3357,Information Technology,Malware Protection,Websense,,FALSE,,3357,Info
Info_3358,Information Technology,Malware Protection,Windows Defender,,FALSE,,3358,Info
Info_3359,Information Technology,Malware Protection,Malware Protection,,TRUE,,3359,Info
Info_3360,Information Technology,Microsoft Development Tools,.NET Assemblies,,FALSE,,3360,Info
Info_3361,Information Technology,Microsoft Development Tools,.NET Framework,,FALSE,,3361,Info
Info_3362,Information Technology,Microsoft Development Tools,.NET Framework 1,,FALSE,,3362,Info
Info_3363,Information Technology,Microsoft Development Tools,.NET Framework 3,,FALSE,,3363,Info
Info_3364,Information Technology,Microsoft Development Tools,.NET Framework 4,,FALSE,,3364,Info
Info_3365,Information Technology,Microsoft Development Tools,.NET MAUI (Multi-Platform App UI),,FALSE,,3365,Info
Info_3366,Information Technology,Microsoft Development Tools,Active Server Pages (ASP),,FALSE,,3366,Info
Info_3367,Information Technology,Microsoft Development Tools,ActiveX,,FALSE,,3367,Info
Info_3368,Information Technology,Microsoft Development Tools,ActiveX Data Objects,,FALSE,,3368,Info
Info_3369,Information Technology,Microsoft Development Tools,ADO.NET (Programming Language),,FALSE,,3369,Info
Info_3370,Information Technology,Microsoft Development Tools,ASP.NET,,FALSE,,3370,Info
Info_3371,Information Technology,Microsoft Development Tools,ASP.NET Core,,FALSE,,3371,Info
Info_3372,Information Technology,Microsoft Development Tools,ASP.NET Core MVC,,FALSE,,3372,Info
Info_3373,Information Technology,Microsoft Development Tools,ASP.NET Extensions For AJAX,,FALSE,,3373,Info
Info_3374,Information Technology,Microsoft Development Tools,ASP.NET MVC 5,,FALSE,,3374,Info
Info_3375,Information Technology,Microsoft Development Tools,ASP.NET MVC Framework,,FALSE,,3375,Info
Info_3376,Information Technology,Microsoft Development Tools,ASP.NET Razor,,FALSE,,3376,Info
Info_3377,Information Technology,Microsoft Development Tools,ASP.NET Web API,,FALSE,,3377,Info
Info_3378,Information Technology,Microsoft Development Tools,Azure Service Fabric,,FALSE,,3378,Info
Info_3379,Information Technology,Microsoft Development Tools,ClickOnce,,FALSE,,3379,Info
Info_3380,Information Technology,Microsoft Development Tools,Component Object Model (COM),,FALSE,,3380,Info
Info_3381,Information Technology,Microsoft Development Tools,DirectX (Software),,FALSE,,3381,Info
Info_3382,Information Technology,Microsoft Development Tools,Entity Framework,,FALSE,,3382,Info
Info_3383,Information Technology,Microsoft Development Tools,Language Integrated Query,,FALSE,,3383,Info
Info_3384,Information Technology,Microsoft Development Tools,Live Connect (Windows),,FALSE,,3384,Info
Info_3385,Information Technology,Microsoft Development Tools,Measurement Studio,,FALSE,,3385,Info
Info_3386,Information Technology,Microsoft Development Tools,Microsoft Azure Certification,,FALSE,,3386,Info
Info_3387,Information Technology,Microsoft Development Tools,Microsoft Blend,,FALSE,,3387,Info
Info_3388,Information Technology,Microsoft Development Tools,Microsoft Certified Application Developer,,FALSE,,3388,Info
Info_3389,Information Technology,Microsoft Development Tools,Microsoft Certified Application Specialist,,FALSE,,3389,Info
